,reference,latitude,longitude,date,year,description,hostility,victim,navArea,subreg
63,2022-74,46.366667,31.116667,2022-02-25,2022,"UKRAINE: On 25 February, the Moldova-flagged tanker MILLENNIAL SPIRIT was hit by a rocket while underway approximately 12 NM south of Yuzhniy port, near position 46-22N 031-07E. According to press reports, the Ukrainian authorities carried out rescue operations and were able to retrieve all crew members. Two of the rescued crew were reported to be in critical condition. The vessel was reported disabled, adrift and sinking.",Military activity,Moldova-flagged tanker MILLENNIAL SPIRIT,III,55
64,2022-76,45.65,30.916667,2022-02-24,2022,"UKRAINE: On 24 February, the Marshall-Islands-flagged bulk carrier YASA JUPITER was struck by a rocket while underway approximately 50 NM off the coast of Odessa, near position 45-39N 030-55E. The blast damaged one of the ship’s hatch covers and broke the bridge portholes. All of the crew were reported safe and the ship’s hull sustained no significant damage. The vessel did not required assistance and continued her voyage to Constanta, Romania.",Military activity,Marshall-Islands-flagged bulk carrier YASA JUPITER,III,55
65,2022-56,-8.766667,13.25,2022-02-23,2022,"ANGOLA: On 23 February, at 0300 local time, robbers boarded an offshore supply vessel at Luanda Anchorage, near position 08-46S 013-15E. The robbers escaped with stolen mooring ropes and fire hoses. The incident was reported to the local authorities.",No information,Offshore supply vessel,VII,57
66,2022-58,1.25,104.033333,2022-02-18,2022,"INDONESIA: On 18 February, at 2050 local time, two unauthorized personnel were sighted in the engine room of the Liberia-flagged tanker DELTA EURYDICE underway in the eastbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-15N 104-02E. After hearing the alarm, the two perpetrators escaped into a small boat. The crew mustered and searched the vessel. Nothing was reported stolen. The incident was reported to the local authorities. The ship and all the crew were reported safe and did not require any assistance.",Boarding,Liberia-flagged tanker DELTA EURYDICE,XI,71
67,2022-57,4.9,-1.683333,2022-02-18,2022,"GHANA: On 18 February, at 0050 local time, four robbers armed with knives were sighted by the duty crew member onboard the anchored Liberia-flagged bulk carrier AG NEKTARIOS at Takoradi Anchorage, near position 04-54N 001-41W. The alarm was raised, the crew were mustered, and the vessel was searched. The robbers managed to escape with stolen ship’s stores. The incident was reported to the local authorities.",No information,Liberia-flagged bulk carrier AG NEKTARIOS,II,57
68,2022-55,18.666667,-72.383333,2022-02-17,2022,"HAITI: On 17 February, at 1840 local time, three robbers armed with guns and machetes boarded the Singapore-flagged container ship TAMPA TRADER anchored at Port Lafito pilot boarding station, near position 18-40N 072-23W. The roving duty crew discovered that two crew members had been restrained by the robbers. The duty officer was immediately contacted and raised the alarm. Upon hearing the alarm, the perpetrators released the crew members and escaped. The crew mustered and searched the vessel. The robbers stole mooring lines, mobile phones, and a handheld radio. The incident was reported to the local authorities. All crew were reported safe.",No information,Singapore-flagged container ship TAMPA TRADER,IV,26
69,2022-52,1.2,104.016667,2022-02-17,2022,"INDONESIA: On 17 February, at 0208 local time, two unauthorized personnel boarded the Panama-flagged bulk carrier GOLDEN LEAF underway in the eastbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-12N 104-01E. When spotted by the on-duty crewmembers, the two perpetrators made their escape in a waiting sampan. Nothing was reported stolen and all crew were reported safe.",Boarding,Panama-flagged bulk carrier GOLDEN LEAF,XI,71
70,2022-53,1.233333,104.05,2022-02-16,2022,"INDONESIA: On 16 February, at 2158 local time, two unauthorized personnel boarded the Panama-flagged bulk carrier NAVIOS BONHEUR underway in the eastbound lane of the Singapore Strait TSS, near position 01-14N 104-03E. The two robbers jumped overboard after being seen by on-duty crewmembers. It was reported that the ship and all the crew were safe and nothing was stolen.",Boarding,Panama-flagged bulk carrier NAVIOS BONHEUR,XI,71
71,2022-54,1.283333,104.3,2022-02-12,2022,"INDONESIA: On 12 February, at 0330 local time, two robbers boarded the underway Portugal-flagged bulk carrier THEODOR OLDENDORFF in the eastbound lane of the Singapore Strait TSS, near position 01-17N 104-18E. The two perpetrators were spotted in the engine room. After the alarm was raised, the crew mustered and searched the vessel. It was later reported that the robbers escaped with stolen engine spare parts. The incident was reported to the local authorities. The ship and all the crew were reported safe and did not require any assistance.",No information,Portugal-flagged bulk carrier THEODOR OLDENDORFF,XI,71
72,2022-42,4.9,-1.7,2022-02-09,2022,"GHANA: On 9 February, at 0040 local time, two robbers were sighted on the main deck onboard an anchored general cargo vessel at Takoradi Anchorage, near position 04-54N 001-42W. The alarm was raised, the crew were mustered, and the vessel was searched. It was later confirmed that the robbers escaped with stolen ship’s stores. The incident was reported to the local authorities.",No information,No information,II,57
73,2022-43,-8.733333,13.3,2022-02-08,2022,"ANGOLA: On 8 February, at 0415 local time, a robbery occurred on a tanker anchored at Luanda Anchorage, near position 08-44S 013-18E. The robbers boarded the vessel by climbing through the anchor chain and escaped unnoticed with stolen ship’s property. The incident was reported to the local authorities.",No information,No information,VII,57
74,2022-47,-1.266667,116.783333,2022-02-08,2022,"INDONESIA: On 8 February, at 0114 local time, two robbers boarded a tanker anchored at inner Balikpapan Anchorage, near position 01-16S 116-47E. The robbers used a hook attached to a rope to board the vessel. The on-duty crew member sighted the perpetrator at the forecastle and raised the alarm. Upon hearing the alarm, the robbers escaped into a waiting boat with two accomplices onboard. The crew mustered and searched the vessel. It was reported that the forecastle boatswain’s store was breached and ship’s stores were stolen. The incident was reported to the local authorities.",No information,No information,XI,72
75,2022-46,1.233333,104.066667,2022-02-08,2022,"INDONESIA: On 8 February, at 0126 local time, four unauthorized personnel boarded an underway tanker in the eastbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-14N 104-04E. The four perpetrators were spotted in the engine room. The alarm was raised, and the robbers escaped emptyhanded. All crew were reported safe.",Boarding,No information,XI,71
76,2022-51,4.25,6.2,2022-02-08,2022,"NIGERIA: On 8 February, a group of fishing boats were attacked while fishing in the vicinity of Brass Island, Bayelsa State, near position 04-15N 006-12E. According to press reports, and as narrated by one of the survivors, an unknown number of perpetrators armed with guns onboard six speed boats came close to the fishermen and opened fire. One fisherman was killed instantly, while the rest of the fishermen jumped overboard. The attackers then took the fishing boats’ engines and set the boats ablaze. A number of fishermen were reported wounded or missing. The incident was reported to the local authorities and divers were dispatched to search for the missing fishermen.",No information,Group of fishing vessels,II,57
77,2022-44,25.333333,56.533333,2022-02-05,2022,"UNITED ARAB EMIRATES: On 5 February, at 1445 local time, an attempted boarding occurred on an anchored tanker at Khor Fakkan Anchorage, approximately 9 NM east of the port, near position 25-20N 056-32E. A small boat with two people onboard wearing diving suits was spotted alongside the vessel. Following the raising of the alarm, the boat left the area. The crew and the vessel were reported safe and the port authorities were informed.",No information,No information,IX,62
78,2022-41,-12.016667,-77.216667,2022-02-04,2022,"PERU: On 4 February, at 0200 local time, three robbers armed with knives boarded the Malta-flagged bulk carrier ATLANTIC ELM anchored at Callao Anchorage, near position 12-01S 077-13W. Robbers restrained the roving crew on-duty. The on-duty officer noticed the robbers and raised the alarm. The perpetrators escaped on a waiting boat with stolen ship’s property. The incident was reported to the agent and port authorities.",No information,Malta-flagged bulk carrier ATLANTIC ELM,XVI,22
79,2022-45,-29.866667,31.033333,2022-02-02,2022,"SOUTH AFRICA: On 2 February, at 2115 local time, a robbery occurred on the Panama-flagged bulk carrier ISABELLA M while berthed at the port of Durban, near position 29-52S 031-02E. The robbers stole crew’s valuables and belongings and escaped unnoticed. The incident was reported to local authorities.",No information,Panama-flagged bulk carrier ISABELLA M,VII,61
80,2022-37,4.9,-1.7,2022-02-02,2022,"GHANA: On 2 February, at 0116 local time, a robber was sighted attempting to board a container vessel anchored at Takoradi Anchorage, near position 04-54N 001-42W, through the anchor chain. The alarm was raised, and the robber escaped on a waiting boat with two accomplices onboard. All the crew were safe and the incident was reported to the local authorities.",No information,Container vessel,II,57
81,2022-49,3.916667,98.783333,2022-02-02,2022,"INDONESIA: On 2 February, at 0435 local time, three robbers armed with knives boarded the Marshall Islands-flagged bulk carrier BOBIC anchored at Belawan Anchorage, near position 03-55N 098-47E. The robbers used a hook attached to a rope to board the vessel. They chased the on-duty crew member who was on routine rounds. The crew member managed to escape and raised the alarm. The crew mustered, and searched the vessel. The robbers escaped with stolen ship’s property. The incident was reported to the local authorities.",No information,Marshall Islands-flagged bulk carrier BOBIC,XI,71
82,2022-48,5.783333,118.016667,2022-02-02,2022,"MALAYSIA: On 2 February, at 0540 local time, a robber boarded the Marshall Islands-flagged tanker PS STARS while berthed at Sandakan Port, Sabah, near position 05-47N 118-01E. The on-duty crew member sighted the perpetrator near the forecastle store and raised the alarm. The crew mustered and searched the vessel. The robber escaped and, following a search of the tanker, it was reported that the forecastle store was breached and ship’s stores were stolen. The incident was reported to the local authorities.",No information,Marshall Islands-flagged tanker PS STARS,XI,72
